CountrySubdivision,CountrySubdivisionCode,Municipality,Latitude,Longitude,Country,CountryCode,CountryCode3
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Ter Kameren,50.816667,4.366667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,La Cambre,50.816667,4.366667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Langeveld,50.816667,4.366667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Uccle,50.8,4.316667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Ukkel,50.8,4.316667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Sint-Gillis,50.816667,4.333333,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Saint-Gilles,50.816667,4.333333,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Woluwé-Saint-Lambert,50.847804,4.428474,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Sint-Lambrechts-Woluwe,50.847804,4.428474,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,De Vergadering,50.866667,4.3,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Vergadering,50.866667,4.3,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Vleurgat,50.816667,4.35,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Le Chat,50.816667,4.35,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Nederheembeek,50.9,4.383333,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Vorst,50.8,4.316667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Forest,50.8,4.316667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Trois Tilleuls,50.8,4.416667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Rodebeek,50.85,4.433333,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Roodebeek,50.85,4.433333,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Notre-Dame au Bois,50.8,4.466667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Jezus-Eik,50.8,4.466667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Jesus-Eik,50.8,4.466667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Schaerbeek,50.85,4.383333,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Schaarbeek,50.85,4.383333,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Sint-Agatha-Berchem,50.866667,4.283333,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Berchem-Sainte-Agathe,50.866667,4.283333,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Vert Chasseur,50.8,4.366667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Neder-Over-Heembeek,50.9,4.383333,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Neder-Over-Hembeek,50.9,4.383333,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Vlassendaal,50.833333,4.266667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Bosvoorde,50.8,4.4,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Boitsfort,50.8,4.4,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Floréal,50.8,4.416667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Hoef,50.8,4.35,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Vivier d’Oie,50.8,4.366667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Heisel,50.883333,4.333333,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Heysel,50.883333,4.333333,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Heizel,50.883333,4.333333,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Laken,50.866667,4.35,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Laeken,50.866667,4.35,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Stockel,50.833333,4.45,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Stokkel,50.833333,4.45,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Saint-Job,50.8,4.35,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Sint-Job,50.8,4.35,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Groeselenberg,50.8,4.35,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Meilemersch,50.816667,4.266667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Meilemers,50.816667,4.266667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Meilemeers,50.816667,4.266667,BELGIUM,BE,BEL
Brussels-Capital Region [conventional] / Brussels Hoofdstedelijk [Dutch] /,,Klein Sint-Job,50.8,4.35,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Tiêr du Mont,49.983333,5.366667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Thier du Mont,49.983333,5.366667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Grandes Fontaines,50.016667,5.7,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Grande Fontaine,50.016667,5.7,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Faubourg Saint-Germain,50.05,4.5,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Petit-Halleux,50.326111,5.892778,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Petite Hoursinne,50.333333,5.633333,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Ins ès Mwinnis,50.116667,5.35,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Fosse Marchand,50.066667,5.083333,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Sur Vii,50.166667,5.8,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Sur Sechiron,50.083333,5.866667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Sur le Sechiron,50.083333,5.866667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Sur-les-Hies,50.266667,5.466667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Sur les Hys,50.266667,5.466667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Sur les Bouchy,50.166667,5.766667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Les Espèches,50.15,5.166667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,La Pellette,49.866667,5.3,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,La Pèlète,49.866667,5.3,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Hamrinne,50.133333,5.5,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Grande Strument,50.166667,5.566667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Ville-du-Bois,50.2925,5.936667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Stockfontaine,49.533333,5.566667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Vielsalm,50.284722,5.918611,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Vieille Église,49.833333,5.633333,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Solhez,50.266667,5.45,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Le Trou des Lutons,50.133333,5.783333,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Trou des Nutons,50.133333,5.783333,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Wautiénaut,49.783333,5.366667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Le Stoc,49.883333,5.2,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Le Stoc Pont de Noimont,49.883333,5.2,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Tronleu,50.15,5.633333,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Vernovlin,50.166667,5.666667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Haie de Pourceau,50.35,5.566667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Haie du Pourceau,50.35,5.566667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Haie de Marloie,50.183333,5.383333,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Les Buissons,49.883333,5.533333,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Rollé,50.033333,5.683333,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Tournée del Fate,50.216667,5.816667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Gros Tienne,50.266667,5.166667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Mignonsart,50.166667,5.5,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Thibauroche,49.8,5.2,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Terme de la Hesse,49.95,5.266667,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Terme,49.783333,5.233333,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Rastadt,50.083333,5.7,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Rauhisse,50.116667,5.1,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Mont Noir,50.3,4.883333,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Haut Corot,50.083333,5.3,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Vinruth,49.816667,4.983333,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,Vinrut,49.816667,4.983333,BELGIUM,BE,BEL
Wallonia [conventional] / Wallonie [French],,La Tuerie,49.583333,5.65,BELGIUM,BE,BEL
