CountryCode,CountryCode3,Country,CountrySubdivisionCode,CountrySubdivision,County,Latitude,Longitude
US,USA,United States,NE,Nebraska,Antelope,42.183199,-98.057854
US,USA,United States,NE,Nebraska,Arthur,41.580869,-101.684028
US,USA,United States,NE,Nebraska,Banner,41.533313,-103.704593
US,USA,United States,NE,Nebraska,Blaine,41.866749,-99.976896
US,USA,United States,NE,Nebraska,Boone,41.686566,-98.028435
US,USA,United States,NE,Nebraska,Box Butte,42.165644,-102.938547
US,USA,United States,NE,Nebraska,Boyd,42.901593,-98.714886
US,USA,United States,NE,Nebraska,Brown,42.534188,-99.871572
US,USA,United States,NE,Nebraska,Buffalo,40.790062,-99.069182
US,USA,United States,NE,Nebraska,Burt,41.854106,-96.337590
US,USA,United States,NE,Nebraska,Butler,41.233275,-97.134820
US,USA,United States,NE,Nebraska,Cass,40.936518,-96.093393
US,USA,United States,NE,Nebraska,Cedar,42.605286,-97.239880
US,USA,United States,NE,Nebraska,Chase,40.507192,-101.699405
US,USA,United States,NE,Nebraska,Cherry,42.651785,-101.147203
US,USA,United States,NE,Nebraska,Cheyenne,41.196569,-103.002332
US,USA,United States,NE,Nebraska,Clay,40.521099,-98.042256
US,USA,United States,NE,Nebraska,Colfax,41.558089,-97.088373
US,USA,United States,NE,Nebraska,Cuming,41.915502,-96.774767
US,USA,United States,NE,Nebraska,Custer,41.386492,-99.631095
US,USA,United States,NE,Nebraska,Dakota,42.426294,-96.492629
US,USA,United States,NE,Nebraska,Dawes,42.726836,-103.155107
US,USA,United States,NE,Nebraska,Dawson,40.837439,-99.868313
US,USA,United States,NE,Nebraska,Deuel,41.081477,-102.314294
US,USA,United States,NE,Nebraska,Dixon,42.467847,-96.841997
US,USA,United States,NE,Nebraska,Dodge,41.521339,-96.587577
US,USA,United States,NE,Nebraska,Douglas,41.264027,-96.050944
US,USA,United States,NE,Nebraska,Dundy,40.111866,-101.635310
US,USA,United States,NE,Nebraska,Fillmore,40.533947,-97.568094
US,USA,United States,NE,Nebraska,Franklin,40.171097,-98.944212
US,USA,United States,NE,Nebraska,Frontier,40.549039,-100.401627
US,USA,United States,NE,Nebraska,Furnas,40.191085,-99.910559
US,USA,United States,NE,Nebraska,Gage,40.248785,-96.692942
US,USA,United States,NE,Nebraska,Garden,41.527955,-102.344241
US,USA,United States,NE,Nebraska,Garfield,41.830464,-99.039981
US,USA,United States,NE,Nebraska,Gosper,40.554307,-99.840191
US,USA,United States,NE,Nebraska,Grant,41.896813,-101.724423
US,USA,United States,NE,Nebraska,Greeley,41.567232,-98.487658
US,USA,United States,NE,Nebraska,Hall,40.894156,-98.417732
US,USA,United States,NE,Nebraska,Hamilton,40.876641,-98.021361
US,USA,United States,NE,Nebraska,Harlan,40.154431,-99.414477
US,USA,United States,NE,Nebraska,Hayes,40.516243,-101.081310
US,USA,United States,NE,Nebraska,Hitchcock,40.202916,-101.010995
US,USA,United States,NE,Nebraska,Holt,42.486684,-98.726258
US,USA,United States,NE,Nebraska,Hooker,42.042065,-101.081138
US,USA,United States,NE,Nebraska,Howard,41.207692,-98.539527
US,USA,United States,NE,Nebraska,Jefferson,40.162013,-97.145107
US,USA,United States,NE,Nebraska,Johnson,40.392860,-96.250792
US,USA,United States,NE,Nebraska,Kearney,40.494463,-98.961728
US,USA,United States,NE,Nebraska,Keith,41.174579,-101.693340
US,USA,United States,NE,Nebraska,Keya Paha,42.870255,-99.735948
US,USA,United States,NE,Nebraska,Kimball,41.210944,-103.681543
US,USA,United States,NE,Nebraska,Knox,42.629202,-97.854462
US,USA,United States,NE,Nebraska,Lancaster,40.796701,-96.681392
US,USA,United States,NE,Nebraska,Lincoln,41.073750,-100.755420
US,USA,United States,NE,Nebraska,Logan,41.511919,-100.477611
US,USA,United States,NE,Nebraska,Loup,41.870216,-99.418360
US,USA,United States,NE,Nebraska,McPherson,41.556075,-101.027583
US,USA,United States,NE,Nebraska,Madison,41.963138,-97.525802
US,USA,United States,NE,Nebraska,Merrick,41.154660,-98.011398
US,USA,United States,NE,Nebraska,Morrill,41.702090,-103.085600
US,USA,United States,NE,Nebraska,Nance,41.399273,-97.946016
US,USA,United States,NE,Nebraska,Nemaha,40.393169,-95.829968
US,USA,United States,NE,Nebraska,Nuckolls,40.150032,-98.035503
US,USA,United States,NE,Nebraska,Otoe,40.665989,-96.077662
US,USA,United States,NE,Nebraska,Pawnee,40.138586,-96.208595
US,USA,United States,NE,Nebraska,Perkins,40.843798,-101.632281
US,USA,United States,NE,Nebraska,Phelps,40.489078,-99.408342
US,USA,United States,NE,Nebraska,Pierce,42.271344,-97.610948
US,USA,United States,NE,Nebraska,Platte,41.515986,-97.450374
US,USA,United States,NE,Nebraska,Polk,41.184518,-97.588967
US,USA,United States,NE,Nebraska,Red Willow,40.181368,-100.503064
US,USA,United States,NE,Nebraska,Richardson,40.126197,-95.702546
US,USA,United States,NE,Nebraska,Rock,42.507127,-99.470110
US,USA,United States,NE,Nebraska,Saline,40.545566,-97.093987
US,USA,United States,NE,Nebraska,Sarpy,41.142870,-96.031099
US,USA,United States,NE,Nebraska,Saunders,41.218350,-96.606171
US,USA,United States,NE,Nebraska,Scotts Bluff,41.866805,-103.685046
US,USA,United States,NE,Nebraska,Seward,40.876188,-97.130218
US,USA,United States,NE,Nebraska,Sheridan,42.553562,-102.430804
US,USA,United States,NE,Nebraska,Sherman,41.199340,-98.953378
US,USA,United States,NE,Nebraska,Sioux,42.432082,-103.792840
US,USA,United States,NE,Nebraska,Stanton,41.939922,-97.213304
US,USA,United States,NE,Nebraska,Thayer,40.172690,-97.601156
US,USA,United States,NE,Nebraska,Thomas,41.976068,-100.572708
US,USA,United States,NE,Nebraska,Thurston,42.158896,-96.555417
US,USA,United States,NE,Nebraska,Valley,41.549826,-98.972085
US,USA,United States,NE,Nebraska,Washington,41.516281,-96.198876
US,USA,United States,NE,Nebraska,Wayne,42.198600,-97.103127
US,USA,United States,NE,Nebraska,Webster,40.179525,-98.474758
US,USA,United States,NE,Nebraska,Wheeler,41.909737,-98.514133
US,USA,United States,NE,Nebraska,York,40.868213,-97.599156
US,USA,United States,NV,Nevada,Churchill,39.495243,-118.678088
US,USA,United States,NV,Nevada,Clark,36.139215,-115.117901
US,USA,United States,NV,Nevada,Douglas,38.951122,-119.725977
US,USA,United States,NV,Nevada,Elko,40.996901,-115.404458
US,USA,United States,NV,Nevada,Esmeralda,37.829985,-117.556859
US,USA,United States,NV,Nevada,Eureka,40.011258,-116.267484
US,USA,United States,NV,Nevada,Humboldt,41.311540,-117.797442
US,USA,United States,NV,Nevada,Lander,40.026808,-117.016325
US,USA,United States,NV,Nevada,Lincoln,37.836213,-114.745652
US,USA,United States,NV,Nevada,Lyon,39.178105,-119.252726
US,USA,United States,NV,Nevada,Mineral,38.525236,-118.466414
US,USA,United States,NV,Nevada,Nye,37.895867,-116.564187
US,USA,United States,NV,Nevada,Pershing,40.427863,-118.271038
US,USA,United States,NV,Nevada,Storey,39.386106,-119.611095
US,USA,United States,NV,Nevada,Washoe,39.704166,-119.763634
US,USA,United States,NV,Nevada,White Pine,39.307378,-114.922453
US,USA,United States,NV,Nevada,Carson City,39.160949,-119.753877
US,USA,United States,NH,New Hampshire,Belknap,43.515202,-71.436077
US,USA,United States,NH,New Hampshire,Carroll,43.822605,-71.181589
US,USA,United States,NH,New Hampshire,Cheshire,42.911802,-72.242077
US,USA,United States,NH,New Hampshire,Coos,44.613772,-71.339940
US,USA,United States,NH,New Hampshire,Grafton,43.896067,-71.894630
US,USA,United States,NH,New Hampshire,Hillsborough,42.895585,-71.582737
US,USA,United States,NH,New Hampshire,Merrimack,43.277704,-71.637253
US,USA,United States,NH,New Hampshire,Rockingham,42.962870,-71.077622
US,USA,United States,NH,New Hampshire,Strafford,43.258288,-70.976101
US,USA,United States,NH,New Hampshire,Sullivan,43.344206,-72.247327
US,USA,United States,NJ,New Jersey,Atlantic,39.447721,-74.621566
US,USA,United States,NJ,New Jersey,Bergen,40.930457,-74.059037
US,USA,United States,NJ,New Jersey,Burlington,39.955204,-74.775955
US,USA,United States,NJ,New Jersey,Camden,39.869213,-75.029263
US,USA,United States,NJ,New Jersey,Cape May,39.088069,-74.799100
US,USA,United States,NJ,New Jersey,Cumberland,39.399565,-75.090565
US,USA,United States,NJ,New Jersey,Essex,40.773050,-74.223065
US,USA,United States,NJ,New Jersey,Gloucester,39.752778,-75.136197
US,USA,United States,NJ,New Jersey,Hudson,40.740351,-74.069000
US,USA,United States,NJ,New Jersey,Hunterdon,40.573190,-74.897060
US,USA,United States,NJ,New Jersey,Mercer,40.252908,-74.711654
US,USA,United States,NJ,New Jersey,Middlesex,40.494044,-74.383918
US,USA,United States,NJ,New Jersey,Monmouth,40.285874,-74.127063
US,USA,United States,NJ,New Jersey,Morris,40.867167,-74.500442
US,USA,United States,NJ,New Jersey,Ocean,39.918818,-74.210903
US,USA,United States,NJ,New Jersey,Passaic,40.946491,-74.216831
US,USA,United States,NJ,New Jersey,Salem,39.628764,-75.385539
US,USA,United States,NJ,New Jersey,Somerset,40.566953,-74.580607
US,USA,United States,NJ,New Jersey,Sussex,41.099846,-74.665155
US,USA,United States,NJ,New Jersey,Union,40.657752,-74.301654
US,USA,United States,NJ,New Jersey,Warren,40.803025,-75.030699
US,USA,United States,NM,New Mexico,Bernalillo,35.101046,-106.612469
US,USA,United States,NM,New Mexico,Catron,33.956778,-108.440847
US,USA,United States,NM,New Mexico,Chaves,33.355893,-104.444987
US,USA,United States,NM,New Mexico,Cibola,35.049742,-107.976125
US,USA,United States,NM,New Mexico,Colfax,36.567573,-104.665501
US,USA,United States,NM,New Mexico,Curry,34.481212,-103.253378
US,USA,United States,NM,New Mexico,De Baca,34.365068,-104.232700
US,USA,United States,NM,New Mexico,Dona Ana,32.274123,-106.781670
US,USA,United States,NM,New Mexico,Eddy,32.527170,-104.262035
US,USA,United States,NM,New Mexico,Grant,32.708567,-108.246748
US,USA,United States,NM,New Mexico,Guadalupe,34.862953,-104.813622
US,USA,United States,NM,New Mexico,Harding,35.897974,-103.878339
US,USA,United States,NM,New Mexico,Hidalgo,32.025077,-108.736570
US,USA,United States,NM,New Mexico,Lea,32.728441,-103.327764
US,USA,United States,NM,New Mexico,Lincoln,33.618198,-105.540971
US,USA,United States,NM,New Mexico,Los Alamos,35.871602,-106.280313
US,USA,United States,NM,New Mexico,Luna,32.176393,-107.712209
US,USA,United States,NM,New Mexico,McKinley,35.568054,-108.409236
US,USA,United States,NM,New Mexico,Mora,35.986698,-104.919077
US,USA,United States,NM,New Mexico,Otero,32.788676,-105.818104
US,USA,United States,NM,New Mexico,Quay,35.111229,-103.624597
US,USA,United States,NM,New Mexico,Rio Arriba,36.448433,-106.718230
US,USA,United States,NM,New Mexico,Roosevelt,34.122576,-103.370714
US,USA,United States,NM,New Mexico,Sandoval,35.549275,-106.820120
US,USA,United States,NM,New Mexico,San Juan,36.577598,-108.304060
US,USA,United States,NM,New Mexico,San Miguel,35.501494,-105.077987
US,USA,United States,NM,New Mexico,Santa Fe,35.588826,-106.007134
US,USA,United States,NM,New Mexico,Sierra,33.095349,-107.291198
US,USA,United States,NM,New Mexico,Socorro,34.174316,-107.015631
US,USA,United States,NM,New Mexico,Taos,36.527237,-105.648564
US,USA,United States,NM,New Mexico,Torrance,34.764079,-106.003634
US,USA,United States,NM,New Mexico,Union,36.492607,-103.417893
US,USA,United States,NM,New Mexico,Valencia,34.745326,-106.765563
US,USA,United States,NY,New York,Albany,42.662095,-73.849077
US,USA,United States,NY,New York,Allegany,42.232936,-78.026092
US,USA,United States,NY,New York,Bronx,40.846761,-73.873207
US,USA,United States,NY,New York,Broome,42.136984,-75.888310
US,USA,United States,NY,New York,Cattaraugus,42.230316,-78.638208
US,USA,United States,NY,New York,Cayuga,42.933530,-76.564638
US,USA,United States,NY,New York,Chautauqua,42.240700,-79.345719
US,USA,United States,NY,New York,Chemung,42.129017,-76.790266
US,USA,United States,NY,New York,Chenango,42.483042,-75.606772
US,USA,United States,NY,New York,Clinton,44.732874,-73.589895
US,USA,United States,NY,New York,Columbia,42.265195,-73.656200
US,USA,United States,NY,New York,Cortland,42.589160,-76.099870
US,USA,United States,NY,New York,Delaware,42.217290,-75.004281
US,USA,United States,NY,New York,Dutchess,41.717586,-73.806994
US,USA,United States,NY,New York,Erie,42.859908,-78.796303
US,USA,United States,NY,New York,Essex,44.162194,-73.737594
US,USA,United States,NY,New York,Franklin,44.600374,-74.308735
US,USA,United States,NY,New York,Fulton,43.078933,-74.364606
US,USA,United States,NY,New York,Genesee,42.996299,-78.169669
US,USA,United States,NY,New York,Greene,42.299757,-74.016042
US,USA,United States,NY,New York,Hamilton,43.609960,-74.505974
US,USA,United States,NY,New York,Herkimer,43.180942,-74.969957
US,USA,United States,NY,New York,Jefferson,44.038673,-75.944575
US,USA,United States,NY,New York,Kings,40.649812,-73.952247
US,USA,United States,NY,New York,Lewis,43.766211,-75.450668
US,USA,United States,NY,New York,Livingston,42.727484,-77.770090
US,USA,United States,NY,New York,Madison,42.940200,-75.685925
US,USA,United States,NY,New York,Monroe,43.159963,-77.630324
US,USA,United States,NY,New York,Montgomery,42.917805,-74.394503
US,USA,United States,NY,New York,Nassau,40.715949,-73.602538
US,USA,United States,NY,New York,New York,40.769656,-73.973533
US,USA,United States,NY,New York,Niagara,43.146089,-78.848097
US,USA,United States,NY,New York,Oneida,43.188633,-75.391295
US,USA,United States,NY,New York,Onondaga,43.048433,-76.179117
US,USA,United States,NY,New York,Ontario,42.875038,-77.262252
US,USA,United States,NY,New York,Orange,41.406117,-74.279480
US,USA,United States,NY,New York,Orleans,43.257496,-78.238574
US,USA,United States,NY,New York,Oswego,43.415555,-76.246970
US,USA,United States,NY,New York,Otsego,42.617473,-75.037498
US,USA,United States,NY,New York,Putnam,41.416859,-73.731006
US,USA,United States,NY,New York,Queens,40.714295,-73.820376
US,USA,United States,NY,New York,Rensselaer,42.698952,-73.595047
US,USA,United States,NY,New York,Richmond,40.582197,-74.140923
US,USA,United States,NY,New York,Rockland,41.124995,-74.014963
US,USA,United States,NY,New York,St. Lawrence,44.591832,-75.161786
US,USA,United States,NY,New York,Saratoga,43.038798,-73.806821
US,USA,United States,NY,New York,Schenectady,42.807926,-73.972317
US,USA,United States,NY,New York,Schoharie,42.613421,-74.439124
US,USA,United States,NY,New York,Schuyler,42.382961,-76.872155
US,USA,United States,NY,New York,Seneca,42.801104,-76.827879
US,USA,United States,NY,New York,Steuben,42.283617,-77.363147
US,USA,United States,NY,New York,Suffolk,40.833314,-73.026232
US,USA,United States,NY,New York,Sullivan,41.704829,-74.746836
US,USA,United States,NY,New York,Tioga,42.147003,-76.328043
US,USA,United States,NY,New York,Tompkins,42.464150,-76.481140
US,USA,United States,NY,New York,Ulster,41.856325,-74.146620
US,USA,United States,NY,New York,Warren,43.475480,-73.752666
US,USA,United States,NY,New York,Washington,43.274398,-73.445447
US,USA,United States,NY,New York,Wayne,43.146538,-77.056462
US,USA,United States,NY,New York,Westchester,41.057167,-73.794013
US,USA,United States,NY,New York,Wyoming,42.701123,-78.198014
US,USA,United States,NY,New York,Yates,42.631984,-77.073127
US,USA,United States,NC,North Carolina,Alamance,36.076036,-79.413917
US,USA,United States,NC,North Carolina,Alexander,35.910801,-81.183408
US,USA,United States,NC,North Carolina,Alleghany,36.496324,-81.137240
US,USA,United States,NC,North Carolina,Anson,34.979317,-80.099992
US,USA,United States,NC,North Carolina,Ashe,36.424166,-81.493302
US,USA,United States,NC,North Carolina,Avery,36.094073,-81.923373
US,USA,United States,NC,North Carolina,Beaufort,35.491343,-76.913826
US,USA,United States,NC,North Carolina,Bertie,36.099641,-76.987604
US,USA,United States,NC,North Carolina,Bladen,34.595472,-78.588696
US,USA,United States,NC,North Carolina,Brunswick,34.004488,-78.226406
US,USA,United States,NC,North Carolina,Buncombe,35.595260,-82.531461
US,USA,United States,NC,North Carolina,Burke,35.743156,-81.635995
US,USA,United States,NC,North Carolina,Cabarrus,35.412507,-80.589077
US,USA,United States,NC,North Carolina,Caldwell,35.900758,-81.523472
US,USA,United States,NC,North Carolina,Camden,36.354175,-76.177461
US,USA,United States,NC,North Carolina,Carteret,34.743619,-76.765952
US,USA,United States,NC,North Carolina,Caswell,36.406412,-79.320014
US,USA,United States,NC,North Carolina,Catawba,35.695613,-81.247567
US,USA,United States,NC,North Carolina,Chatham,35.702312,-79.282856
US,USA,United States,NC,North Carolina,Cherokee,35.117115,-84.009076
US,USA,United States,NC,North Carolina,Chowan,36.107251,-76.626043
US,USA,United States,NC,North Carolina,Clay,35.040811,-83.790932
US,USA,United States,NC,North Carolina,Cleveland,35.310015,-81.530779
US,USA,United States,NC,North Carolina,Columbus,34.268605,-78.676837
US,USA,United States,NC,North Carolina,Craven,35.095872,-77.061834
US,USA,United States,NC,North Carolina,Cumberland,35.056213,-78.907247
US,USA,United States,NC,North Carolina,Currituck,36.398959,-75.956958
US,USA,United States,NC,North Carolina,Dare,35.839903,-75.656282
US,USA,United States,NC,North Carolina,Davidson,35.816809,-80.197806
US,USA,United States,NC,North Carolina,Davie,35.929864,-80.542525
US,USA,United States,NC,North Carolina,Duplin,34.924123,-77.988007
US,USA,United States,NC,North Carolina,Durham,35.998343,-78.900356
US,USA,United States,NC,North Carolina,Edgecombe,35.916244,-77.640306
US,USA,United States,NC,North Carolina,Forsyth,36.114200,-80.244596
US,USA,United States,NC,North Carolina,Franklin,36.053507,-78.308430
US,USA,United States,NC,North Carolina,Gaston,35.284549,-81.166447
US,USA,United States,NC,North Carolina,Gates,36.449917,-76.743002
US,USA,United States,NC,North Carolina,Graham,35.350629,-83.802157
US,USA,United States,NC,North Carolina,Granville,36.278837,-78.653861
US,USA,United States,NC,North Carolina,Greene,35.480464,-77.685488
US,USA,United States,NC,North Carolina,Guilford,36.052635,-79.846984
US,USA,United States,NC,North Carolina,Halifax,36.329359,-77.658371
US,USA,United States,NC,North Carolina,Harnett,35.352695,-78.782390
US,USA,United States,NC,North Carolina,Haywood,35.523376,-82.960527
US,USA,United States,NC,North Carolina,Henderson,35.324149,-82.470975
US,USA,United States,NC,North Carolina,Hertford,36.343491,-77.003278
US,USA,United States,NC,North Carolina,Hoke,34.975358,-79.240052
US,USA,United States,NC,North Carolina,Hyde,35.508708,-76.215859
US,USA,United States,NC,North Carolina,Iredell,35.742202,-80.870323
US,USA,United States,NC,North Carolina,Jackson,35.313469,-83.183862
US,USA,United States,NC,North Carolina,Johnston,35.526190,-78.368467
US,USA,United States,NC,North Carolina,Jones,35.039018,-77.378926
US,USA,United States,NC,North Carolina,Lee,35.467286,-79.167664
US,USA,United States,NC,North Carolina,Lenoir,35.250556,-77.630588
US,USA,United States,NC,North Carolina,Lincoln,35.480809,-81.208085
US,USA,United States,NC,North Carolina,McDowell,35.686938,-82.038396
US,USA,United States,NC,North Carolina,Macon,35.154679,-83.366399
US,USA,United States,NC,North Carolina,Madison,35.846261,-82.671845
US,USA,United States,NC,North Carolina,Martin,35.838330,-77.123835
US,USA,United States,NC,North Carolina,Mecklenburg,35.231792,-80.830859
US,USA,United States,NC,North Carolina,Mitchell,35.977691,-82.142844
US,USA,United States,NC,North Carolina,Montgomery,35.340096,-79.903306
US,USA,United States,NC,North Carolina,Moore,35.237812,-79.450148
US,USA,United States,NC,North Carolina,Nash,35.952773,-77.927170
US,USA,United States,NC,North Carolina,New Hanover,34.202397,-77.895036
US,USA,United States,NC,North Carolina,Northampton,36.441314,-77.469673
US,USA,United States,NC,North Carolina,Onslow,34.709586,-77.373135
US,USA,United States,NC,North Carolina,Orange,36.011889,-79.097018
US,USA,United States,NC,North Carolina,Pamlico,35.120738,-76.750588
US,USA,United States,NC,North Carolina,Pasquotank,36.294638,-76.245702
US,USA,United States,NC,North Carolina,Pender,34.499708,-77.898534
US,USA,United States,NC,North Carolina,Perquimans,36.173526,-76.450296
US,USA,United States,NC,North Carolina,Person,36.392403,-78.991888
US,USA,United States,NC,North Carolina,Pitt,35.589908,-77.391082
US,USA,United States,NC,North Carolina,Polk,35.255644,-82.207646
US,USA,United States,NC,North Carolina,Randolph,35.749211,-79.812184
US,USA,United States,NC,North Carolina,Richmond,34.951814,-79.714677
US,USA,United States,NC,North Carolina,Robeson,34.658374,-79.106531
US,USA,United States,NC,North Carolina,Rockingham,36.412676,-79.774187
US,USA,United States,NC,North Carolina,Rowan,35.617342,-80.515502
US,USA,United States,NC,North Carolina,Rutherford,35.366879,-81.926540
US,USA,United States,NC,North Carolina,Sampson,35.003201,-78.385700
US,USA,United States,NC,North Carolina,Scotland,34.821943,-79.469894
US,USA,United States,NC,North Carolina,Stanly,35.324437,-80.231605
US,USA,United States,NC,North Carolina,Stokes,36.371941,-80.266907
US,USA,United States,NC,North Carolina,Surry,36.431086,-80.669763
US,USA,United States,NC,North Carolina,Swain,35.421822,-83.446528
US,USA,United States,NC,North Carolina,Transylvania,35.200420,-82.758011
US,USA,United States,NC,North Carolina,Tyrrell,35.836703,-76.243054
US,USA,United States,NC,North Carolina,Union,35.000284,-80.570296
US,USA,United States,NC,North Carolina,Vance,36.343664,-78.402544
US,USA,United States,NC,North Carolina,Wake,35.796512,-78.665751
US,USA,United States,NC,North Carolina,Warren,36.441143,-78.111492
US,USA,United States,NC,North Carolina,Washington,35.855288,-76.616344
US,USA,United States,NC,North Carolina,Watauga,36.217932,-81.700107
US,USA,United States,NC,North Carolina,Wayne,35.364712,-77.995343
US,USA,United States,NC,North Carolina,Wilkes,36.194235,-81.157482
US,USA,United States,NC,North Carolina,Wilson,35.716872,-77.928609
US,USA,United States,NC,North Carolina,Yadkin,36.165214,-80.682050
US,USA,United States,NC,North Carolina,Yancey,35.911550,-82.300815
US,USA,United States,ND,North Dakota,Adams,46.090022,-102.601163
US,USA,United States,ND,North Dakota,Barnes,46.921367,-98.056878
US,USA,United States,ND,North Dakota,Benson,48.079887,-99.378498
US,USA,United States,ND,North Dakota,Billings,46.990106,-103.359665
US,USA,United States,ND,North Dakota,Bottineau,48.770162,-100.785797
US,USA,United States,ND,North Dakota,Bowman,46.127397,-103.420563
US,USA,United States,ND,North Dakota,Burke,48.818253,-102.513784
US,USA,United States,ND,North Dakota,Burleigh,46.890682,-100.641038
US,USA,United States,ND,North Dakota,Cass,46.899583,-97.084444
US,USA,United States,ND,North Dakota,Cavalier,48.755148,-98.463479
US,USA,United States,ND,North Dakota,Dickey,46.103471,-98.452616
US,USA,United States,ND,North Dakota,Divide,48.828242,-103.454207
US,USA,United States,ND,North Dakota,Dunn,47.299911,-102.567275
US,USA,United States,ND,North Dakota,Eddy,47.747572,-98.975712
US,USA,United States,ND,North Dakota,Emmons,46.266021,-100.194049
US,USA,United States,ND,North Dakota,Foster,47.464369,-98.894282
US,USA,United States,ND,North Dakota,Golden Valley,46.911966,-103.892029
US,USA,United States,ND,North Dakota,Grand Forks,47.909153,-97.304665
US,USA,United States,ND,North Dakota,Grant,46.410473,-101.707319
US,USA,United States,ND,North Dakota,Griggs,47.456991,-98.209448
US,USA,United States,ND,North Dakota,Hettinger,46.426899,-102.506905
US,USA,United States,ND,North Dakota,Kidder,46.998253,-99.794884
US,USA,United States,ND,North Dakota,LaMoure,46.449894,-98.526188
US,USA,United States,ND,North Dakota,Logan,46.463621,-99.505292
US,USA,United States,ND,North Dakota,McHenry,48.232678,-100.658077
US,USA,United States,ND,North Dakota,McIntosh,46.113728,-99.482635
US,USA,United States,ND,North Dakota,McKenzie,47.812432,-103.422645
US,USA,United States,ND,North Dakota,McLean,47.577410,-101.235975
US,USA,United States,ND,North Dakota,Mercer,47.284699,-101.686375
US,USA,United States,ND,North Dakota,Morton,46.787422,-101.293188
US,USA,United States,ND,North Dakota,Mountrail,48.204135,-102.342666
US,USA,United States,ND,North Dakota,Nelson,47.907679,-98.176261
US,USA,United States,ND,North Dakota,Oliver,47.135403,-101.391984
US,USA,United States,ND,North Dakota,Pembina,48.768417,-97.545970
US,USA,United States,ND,North Dakota,Pierce,48.246230,-99.988330
US,USA,United States,ND,North Dakota,Ramsey,48.219893,-98.752938
US,USA,United States,ND,North Dakota,Ransom,46.478135,-97.668528
US,USA,United States,ND,North Dakota,Renville,48.727411,-101.638942
US,USA,United States,ND,North Dakota,Richland,46.247076,-96.896301
US,USA,United States,ND,North Dakota,Rolette,48.789983,-99.848980
US,USA,United States,ND,North Dakota,Sargent,46.109728,-97.573055
US,USA,United States,ND,North Dakota,Sheridan,47.612724,-100.326556
US,USA,United States,ND,North Dakota,Sioux,46.135844,-100.867173
US,USA,United States,ND,North Dakota,Slope,46.428212,-103.439994
US,USA,United States,ND,North Dakota,Stark,46.852248,-102.712489
US,USA,United States,ND,North Dakota,Steele,47.465563,-97.718979
US,USA,United States,ND,North Dakota,Stutsman,46.972159,-98.872814
US,USA,United States,ND,North Dakota,Towner,48.665965,-99.243016
US,USA,United States,ND,North Dakota,Traill,47.452401,-97.188292
US,USA,United States,ND,North Dakota,Walsh,48.361756,-97.681741
US,USA,United States,ND,North Dakota,Ward,48.255894,-101.488391
US,USA,United States,ND,North Dakota,Wells,47.624194,-99.660842
US,USA,United States,ND,North Dakota,Williams,48.337620,-103.496480
US,USA,United States,OH,Ohio,Adams,38.846345,-83.502171
US,USA,United States,OH,Ohio,Allen,40.765518,-84.116900
US,USA,United States,OH,Ohio,Ashland,40.829451,-82.278586
US,USA,United States,OH,Ohio,Ashtabula,41.775503,-80.752979
US,USA,United States,OH,Ohio,Athens,39.356909,-82.075082
US,USA,United States,OH,Ohio,Auglaize,40.547145,-84.254585
US,USA,United States,OH,Ohio,Belmont,40.027052,-80.908324
US,USA,United States,OH,Ohio,Brown,38.926434,-83.872440
US,USA,United States,OH,Ohio,Butler,39.427856,-84.513194
US,USA,United States,OH,Ohio,Carroll,40.598906,-81.110801
US,USA,United States,OH,Ohio,Champaign,40.127656,-83.770972
US,USA,United States,OH,Ohio,Clark,39.921309,-83.826362
US,USA,United States,OH,Ohio,Clermont,39.059566,-84.177419
US,USA,United States,OH,Ohio,Clinton,39.419135,-83.828623
US,USA,United States,OH,Ohio,Columbiana,40.767070,-80.737538
US,USA,United States,OH,Ohio,Coshocton,40.290916,-81.885085
US,USA,United States,OH,Ohio,Crawford,40.828034,-82.883284
US,USA,United States,OH,Ohio,Cuyahoga,41.460301,-81.663852
US,USA,United States,OH,Ohio,Darke,40.127147,-84.611169
US,USA,United States,OH,Ohio,Defiance,41.304320,-84.462745
US,USA,United States,OH,Ohio,Delaware,40.254296,-83.020406
US,USA,United States,OH,Ohio,Erie,41.401042,-82.629238
US,USA,United States,OH,Ohio,Fairfield,39.776158,-82.636683
US,USA,United States,OH,Ohio,Fayette,39.556124,-83.457447
US,USA,United States,OH,Ohio,Franklin,39.990514,-82.996532
US,USA,United States,OH,Ohio,Fulton,41.596589,-84.124491
US,USA,United States,OH,Ohio,Gallia,38.835402,-82.281986
US,USA,United States,OH,Ohio,Geauga,41.498219,-81.223471
US,USA,United States,OH,Ohio,Greene,39.712555,-83.949396
US,USA,United States,OH,Ohio,Guernsey,40.023052,-81.524643
US,USA,United States,OH,Ohio,Hamilton,39.179526,-84.493792
US,USA,United States,OH,Ohio,Hancock,41.026158,-83.652998
US,USA,United States,OH,Ohio,Hardin,40.666602,-83.648242
US,USA,United States,OH,Ohio,Harrison,40.300540,-81.077776
US,USA,United States,OH,Ohio,Henry,41.339519,-84.067146
US,USA,United States,OH,Ohio,Highland,39.207182,-83.584469
US,USA,United States,OH,Ohio,Hocking,39.521796,-82.448153
US,USA,United States,OH,Ohio,Holmes,40.561178,-81.928992
US,USA,United States,OH,Ohio,Huron,41.159113,-82.617023
US,USA,United States,OH,Ohio,Jackson,39.019990,-82.606659
